PGM_SYS_ID,REGISTRY_ID,FACILITY_NAME,CITY,COUNTY_NAME,STATE,ZIP_CODE,EPA_REGION,AIR_POLLUTANT_CLASS_CODE,AIR_POLLUTANT_CLASS_DESC,AIR_OPERATING_STATUS_CODE,AIR_OPERATING_STATUS_DESC,CURRENT_HPV
GA0000001312100725,110064289363,VADCO MARBLE OF GA,ATLANTA,FULTON,GA,303451807,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001300100026,110038670373,SATILLA RURAL EMC-PIN,BAXLEY,APPLING,GA,31513,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001315700010,110038668554,CONTINENTAL GRAIN CO,PENDERGRASS,JACKSON,GA,30567,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001306300003,110038657735,ALLIED READYMIX CONCR,JONESBORO,CLAYTON,GA,30236,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001321500122,110038672736,CAMP BLOX INC,COLUMBUS,MUSCOGEE,GA,31908,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001321500011,110038672558,HOWARD DISCOUNT STORE,COLUMBUS,MUSCOGEE,GA,31907,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001329500030,110038674887,BORG TEXTILE CORP,ROSSVILLE,WALKER,GA,30741,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001325900002,110038675476,GEORGIA-PACIFIC CORP,LUMPKIN,STEWART,GA,31815,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001322500025,110043433326,BYRON COLLISION CENTER,228 HIGHWAY 49,BYRON,GA,31008,0,,MIN,Minor Emissions,Operating,Operating
GA0000001306700228,110005669375,ABRA AUTO BODY & GLASS - COBB PARKWAY,MARIETTA,COBB,GA,30060,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001306700243,110005713923,NALLEY COLLISION CENTER - MARIETTA,MARIETTA,COBB,GA,30067,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001309500105,110044955741,ALBANY REINFORCING & STRUCTURAL,ALBANY,DOUGHERTY,GA,31707,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001317700020,110064025969,LEE REDI MIX,LEESBURG,LEE,GA,31763,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001309500114,110000529544,ALBANY TERMINAL, SE,ALBANY,GA,31705,0,,MIN,Minor Emissions,Operating,Operating
GA0000001313500207,110001752425,CREATIVE SYSTEMS GROU,NORCROSS,GWINNETT,GA,30071,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001308100023,110038641654,PATE CORP,DRAYTON ROAD,CORDELE,GA,31015,0,,MIN,Minor Emissions,CLS,Permanently Closed
GA0000001316700008,110038673398,GREYSTONE POWER CORP-,BRANTLE,KITE,GA,31049,0,,SMI,Synthetic Minor Emissions,CLS,Permanently Closed
GA0000001302300015,110007357234,EVERETT DYKES GRASSING CO.,COCHRAN,BLECKLEY,GA,31014,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001323700124,110001423120,ALONAN MANUFACTURING,EATONTON,PUTNAM,GA,31024,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001308100016,110038641618,COUCH CONST CO,CORDELE,CRISP,GA,31015,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001377700125,110040493819,SOUTHERN TATTNALL CONSTRUCTION,VICTORY DIVISION DRIVE,HINESVILLE,GA,31315,0,,SMI,Synthetic Minor Emissions,CLS,Permanently Closed
GA0000001329700043,110040582811,MUNICIPAL ELECTRIC AU,MONROE,WALTON,GA,30656,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001306700114,110001419466,RITE-WAY METAL PRODUC,MARIETTA,COBB,GA,30066,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001331300105,110038654578,JASPER CONSTRUCTION C,DALTON,WHITFIELD,GA,30720,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001308900003,110001766571,E.R. SNELL CONTRACTOR,7800 COVINGTON HWY,LITHONIA,GA,30058,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001317900035,110043432915,L & M COLLLISON,14 BRIGHTS LAKE RD.,HINESVILLE,GA,31313,0,,MIN,Minor Emissions,Operating,Operating
GA0000001377700143,110044318789,AUTOMOTIVE TOUCHUP SPECIALIST,MARIETTA,COBB,GA,30062,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001302100012,110064340832,ROCKY CREEK WRF,MACON,BIBB,GA,31206,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001308900245,110001424343,STEEL INC,SCOTTDALE,DEKALB,GA,30079,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001331100003,110064338907,IRVIN LUMBER CO,CLEVELAND,WHITE,GA,30528,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001308900023,110001766697,PERMITE PAINT CORP,STONE MOUNTAIN,DEKALB,GA,30083,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001313100014,110007253051,HOPKINS MILLING CO,RENO,GRADY,GA,31728,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001331900002,110001424263,OLD HICKORY CLAY COMPANY,MCINTYRE,WILKINSON,GA,31054,4,SMI,Synthetic Minor Emissions,OPR,Operating,Viol
GA0000001315100008,110001751417,ALLIED READYMIX,500 LEE STREET,STOCKBRIDGE,GA,30281,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001312100785,110006838244,KROGER FOOD STORES,EAST POINT,FULTON,GA,30344,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001313500317,110032730025,EASTSIDE MEDICAL CENTER,SNELLVILLE,GWINNETT,GA,30078,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001301500125,110057451831,VISTA PROGRESSIVE METAL,ADAIRSVILLE,BARTOW,GA,30103,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001305700083,110055600087,ROLLING HILLS MEMORY GARDEN,ACWORTH,CHEROKEE,GA,30102,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001324700053,110023160461,ROCKDALE MEDICAL CENTER, NE,CONYERS,GA,30012,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001305100175,110005691901,DUPONT EI DE NEMOURS INC,GARDEN CITY,CHATHAM,GA,31408,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001318900008,110007086713,CSR-CLAUSSEN CONCRETE,THOMSON,MCDUFFIE,GA,30824,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001306300112,110061737651,EXPRESS JET AIRLINES,990 TOFFIE TERRACE,ATLANTA,GA,30354,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001329300028,110015634740,CELLU TISSUE - THOMASTON,1201 BARNESVILLE RD,THOMASTON,GA,30286,0,,SMI,Synthetic Minor Emissions,CLS,Permanently Closed
GA0000001321300040,110034144129,MURRAY COUNTY - U.S. 411 WESTSIDE MSW LANDFILL,CHATSWORTH,MURRAY,GA,30705,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001312100004,110000765299,GENERAL SHALE BRICK INC PLT 30,ATLANTA,FULTON,GA,303181002,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001377700043,110038671201,CSR - KNOX RIVERS,SHUTDOWN?,GEORGIA,GA,0,0,,MIN,Minor Emissions,CLS,Permanently Closed
GA0000001377700055,110010339277,VULCAN MATERIALS CO.,GEORGIA,UNDETERMINED,GA,0,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001315100017,110038668411,METROPOLITAN PALLET,LOCUST GROVE,HENRY,GA,30248,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001313500068,110038645712,TRI-STATE CULVERT COR,LAWRENCEVILLE,GWINNETT,GA,30245,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312900015,110038644731,CRYSTAL CREEK LOGGING,RESACA,GORDON,GA,30735,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001321700008,110038673744,MCDOWELL MATERIALS CO,OXFORD,NEWTON,GA,30267,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001309700037,110038645240,HOLLOWAY CONST CO ASP,LITHIA SPRINGS,DOUGLAS,GA,30057,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001309700060,110038645311,GREYSTONE POWER CORP-,LITHIA SPRINGS,DOUGLAS,GA,30122,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001308900334,110006396033,ALATUS-BIOGAS CLEAN ENERGY SOLUTION,CONLEY,DEKALB,GA,30027,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001324500186,110043433433,LORD'S COLLISION CENTER,AUGUSTA,RICHMOND,GA,30909,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001305100255,110005702329,A AND L AUTO BODY,SAVANNAH,CHATHAM,GA,31406,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001324700058,110043532326,VULCAN MATERIALS COMPANY,7728 OLD COVINGTON HIGHWAY,CONYER,GA,30012,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001327900027,110043426735,DAVID THOMPSON COLLISION REPAIR,505 NORTH STREET,VIDALIA,GA,30474,0,,MIN,Minor Emissions,Operating,Operating
0400000013017EPA19,110043682547,HARVEYS #2333,GEORGIA,UNDETERMINED,GA,31620,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001308900358,110046101669,PRO TECH COLLISION,DORAVILLE,DEKALB,GA,30340,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001320700038,110064026192,C.W. MATTHEWS CONTRACTING CO.,4957 HIGHWAY 41 SOUTH,BOLINGBROKE,GA,31004,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001309500115,110061746749,UNIFIRST CORPORATION,ALBANY,DOUGHERTY,GA,31705,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001311500011,110000356702,GRAIN CRAFT & SOUTHEASTERN MILLS INC.,ROME,FLOYD,GA,30161,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001377700097,110024415578,READY MIX USA LLC,DAWSONVILLE,DAWSON,GA,30534,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001322700017,110030750444,CONCRETE READY MIX - JASPER,JASPER,PICKENS,GA,30142,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001307100008,110000361144,HUBBELL DIECASTING,MOULTRIE,COLQUITT,GA,31788,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001307300004,110009355018,GIW INDUSTRIES,5000 WRIGHTSBORO RD.,GROVETOWN,GA,30813,0,,MAJ,Major Emissions,Operating,Operating
GA0000001324500049,110038669777,COASTAL LUMBER CO,AUGUSTA,RICHMOND,GA,30901,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001306700028,110001960619,METRO STEEL DRUM,MABLETON,COBB,GA,30059,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001306700089,110001766777,EXXON CHEMICAL AMERICA,MARIETTA,COBB,GA,30062,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001316900013,110006178466,REEVES CONSTRUCTION COMPANY - GFL GRAY PLANT,GRAY,JONES,GA,0,4,SMI,Synthetic Minor Emissions,TMP,Temporarily Closed,No Viol
GA0000001307500016,110057876678,ALUMINUM FINISHING,220 WEST SECOND ST.,ADEL,GA,31620,0,,MIN,Minor Emissions,Operating,Operating
GA0000001313500243,110014449123,LUND,655 RACO DRIVE,LAWRENCEVILLE,GA,30045,0,,MIN,Minor Emissions,Operating,Operating
GA0000001305700046,110001425985,ART MANOUS CUSTOM CAB,BALL GROUND,CHEROKEE,GA,301074549,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001331300075,110038654462,RADAGO MACHINISTS,DALTON,WHITFIELD,GA,30720,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001313900098,110038606274,GARRETT ASPHALT,GAINESVILLE,HALL,GA,30507,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312100432,110001422014,WHITE LIGHTNING PROD,SW,ATLANTA,GA,303103404,0,,MIN,Minor Emissions,CLS,Permanently Closed
GA0000001301500141,110070360419,INTEPLAST BUILDING PRODUCTS,10 SUGAR VALLEY RD,CARTERSVILLE,GA,30120,0,,UNK,Emissions classification unknown,Operating,Operating
GA0000001306300008,110000357284,SHERWIN-WILLIAMS CO,MORROW,CLAYTON,GA,30260,4,MAJ,Major Emissions,OPR,Operating,Viol
GA0000001321500173,110007500347,MAACO,COLUMBUS,MUSCOGEE,GA,31904,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001313900080,110018858173,THOMAS CONCRETE OF GA,FLOWERY BRANCH,HALL,GA,30542,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001311500032,110013804525,ONEILL MANUFACTURING CO INC,ROME,FLOYD,GA,30167,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001319900020,110000357462,PRAXIS COMPANIES,212 DROMEDARY ST.,WOODBURY,GA,30293,0,,MAJ,Major Emissions,CLS,Permanently Closed
GA0000001309100001,110064339041,FARMERS WAREHOUSE & G,CHAUNCEY,DODGE,GA,31011,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001329900001,110001423273,EAST COAST ASPHALT,1107 M ST,WAYCROSS,GA,31502,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001308909980,110010338465,MAJIC TOUCH,GEORGIA,UNDETERMINED,GA,0,4,NAP,Not applicable,OPR,Operating,No Viol
GA0000001311500031,110007085849,GOLD KIST INC,ROME,FLOYD,GA,30160,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001317700008,110007086571,GEORGIA FARM SERVICE LLC,LEESBURG,LEE,GA,31763,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001309500084,110009277683,BRIDGESTONE FIRESTONE INC,ALBANY,DOUGHERTY,GA,317056464,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001328500018,110007087883,HANES HOSIERY DIV,LAGRANGE,TROUP,GA,30240,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001315300041,110025331594,GRAPHIC PACKAGING INTERNATIONAL INC.,PERRY,HOUSTON,GA,31069,4,MAJ,Major Emissions,OPR,Operating,No Viol
040000001302140993,110005693400,PEP BOYS,MACON,BIBB,GA,0,4,NAP,Not applicable,OPR,Operating,No Viol
GA0000001324500027,110001424432,SOUTHERN MILLING CO,AUGUSTA,RICHMOND,GA,309013023,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001313100022,110005719972,SAFETY-KLEEN SYSTEMS INC,WHIGHAM,GRADY,GA,31797,4,MIN,Minor Emissions,TMP,Temporarily Closed,No Viol
GA0000001307300030,110024415514,SAMPLE & SON CONSTRUCTION AND DEMOLITION LANDFILL,GROVETOWN,COLUMBIA,GA,30813,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001301300074,110005720577,FOLEY PRODUCTS CO.,WINDER,BARROW,GA,30680,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001304500008,110035892371,SOUTHWIRE COMPANY - CARROLLTON,CARROLLTON,CARROLL,GA,30119,4,MAJ,Major Emissions,OPR,Operating,No Viol
040000001312140088,110033177443,MHC KENWORTH - ATLANTA,GEORGIA,UNDETERMINED,GA,30126,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001312900080,110033183043,XL BRANDS,DALTON,GORDON,GA,30721,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001313500269,110005720309,PLASTIC OMNIUM AUTO EXTERIOR,NORCROSS,GWINNETT,GA,30093,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001322500022,110033645802,TATSA MANUFACTURING,1 WANDERLODGE WAY,FORT VALLEY,GA,31030,0,,SMI,Synthetic Minor Emissions,CLS,Permanently Closed
GA0000001311500020,110038643563,JOHNSON AL CONST SOUT,ROME,FLOYD,GA,30161,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001306300037,110038660115,THACKER F O CONST PLT,ATLANTA,CLAYTON,GA,30320,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001306300088,110000832948,NORTHWEST AIRLINES,ATLANTA,CLAYTON,GA,303376072,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001323300009,110038643242,BEST MANUFACTURING CO,ROCKMART,POLK,GA,30153,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001308900050,110038642136,DECOR CONCEPTS,LITHONIA,DEKALB,GA,30058,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001327900022,110039617581,CHICKEN OF THE SEA INTERNATIONAL,LYONS,TOOMBS,GA,30436,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001327300023,110043323793,T. CHILDRE CHEVROLET,DAWSON,TERRELL,GA,39842,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001324500197,110064024531,AUGUSTA RENEWABLE POWER,4800 MIKE PADGETT HIGHWAY,AUGUSTA,GA,30906,0,,MIN,Minor Emissions,CLS,Permanently Closed
GA0000001331700028,110001360465,RAYLE EMC-HOME OFFICE,WASHINGTON,WILKES,GA,30673,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001321500034,110038672610,GEORGIA CENTRAL REGIO,COLUMBUS,MUSCOGEE,GA,31907,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001323900004,110007357403,GEORGIA TRANSMISSION,GEORGETOWN,QUITMAN,GA,31754,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001311700012,110013539402,BLOUNT CONSTRUCTION CO.,CUMMING,FORSYTH,GA,30040,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001304300010,110040492491,SOWEGA COTTON CO,CLIMAX,CANDLER,GA,31734,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001313500265,110030489843,SIEMENS ENERGY,675 OLD PEACHTREE RD. NW,SUWANEE,GA,30024,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001308100065,110024523443,DREXEL CHEMICAL COMPANY,CORDELE,CRISP,GA,31015,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001306700168,110007021766,HW ENTERPRIZE INC,AUSTELL,COBB,GA,30106,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312700019,110038644107,DUPONT EI DE NEMOURS,BRUNSWICK,GLYNN,GA,31520,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001329500043,110038674912,MATTHEWS C W CONTRACT,LAFAYETTE,WALKER,GA,30728,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312100012,110038644526,NATIONAL SMELTING & R,ATLANTA,FULTON,GA,303184304,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001323700087,110038643377,CELLINVEST INC,EATONTON,PUTNAM,GA,31024,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001327500007,110038668821,DEFNALL CONSTRUCTION,THOMASVILLE,THOMAS,GA,31792,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001324700054,110046086249,JOHN MILES INTERNATIONAL COLLISION CENTER,CONYERS,ROCKDALE,GA,30012,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001304500056,110038656228,APAC GEORGIA,25 OLD ROCK QUARRY RD,VILLA RICA,GA,30180,0,,SMI,Synthetic Minor Emissions,CLS,Permanently Closed
0400000013031EPA01,110007488726,FRANKLIN CHEVROLET,STATESBORO,BULLOCH,GA,30458,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001321700040,110002444775,VERESCENCE,COVINGTON,NEWTON,GA,30014,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001302700007,110007047196,WEST END MILLING CO INC,QUITMAN,BROOKS,GA,31643,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001318900024,110001128654,SHAW INDUSTRIES GROUP PLANT 22,THOMSON,MCDUFFIE,GA,30284,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001311300010,110007355646,AVERY DENNISON - FASSON ROLL NORTH AMERICA,PEACHTREE CITY,FAYETTE,GA,30269,4,MAJ,Major Emissions,OPR,Operating,No Viol
GA0000001308900009,110001766624,STONE MOUNTAIN CHEMICAL,STONE MOUNTAIN,DEKALB,GA,30083,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001318500067,110010421329,LOWNDES CNTY CORRECTI,VALDOSTA,LOWNDES,GA,31601,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001308900149,110007073996,METRO MATERIALS,1318 HENRICO RD,CONLEY,GA,30027,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001312700079,110024887988,SHOLAN ASPHALT PLANT,BRUNSWICK,GLYNN,GA,31520,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001308900308,110005970495,CAREFUSION CMP 200,TUCKER,DEKALB,GA,30084,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001309700068,110013508347,WELLSTAR DOUGLAS HOSPITAL,DOUGLASVILLE,DOUGLAS,GA,30134,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001313100017,110002102377,KOYO BEARINGS USA LLC,CAIRO,GRADY,GA,39828,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001307700060,110007083271,RITCHIE BROS AUCTIONEERS,NEWNAN,COWETA,GA,30265,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001311300012,110000357346,GEORGIA-PACIFIC (RESINS),PEACHTREE CITY,FAYETTE,GA,30269,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001327300015,110038668796,GOLD KIST GRAIN,DAWSON,TERRELL,GA,31742,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001308900101,110038642797,WHITEHEAD DIE CASTING,ATLANTA,DEKALB,GA,303062006,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001325500020,110038674547,CROMPTON-HIGHLAND, DIXIE HWY.,GRIFFIN,GA,30223,0,,MIN,Minor Emissions,CLS,Permanently Closed
GA0000001315300067,110043683056,FIVE STAR CHEVROLET-CADILLAC COLLISION CENTER,WARNER ROBINS,HOUSTON,GA,31093,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001315500016,110043575798,OSCEOLA COTTON CO.,344 BRUSHY CREEK ROAD,OCILLA,GA,31774,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001312100524,110000888184,TRIMAC TRANSPORTATION SOUTH,6800 MCLARIN ROAD,FAIRBURN,GA,30213,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001312100899,110006394320,STERLING AUTOBODY #21 - ALPHARETTA,ALPHARETTA,FULTON,GA,30004,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001321700064,110062740921,MISA METAL FABRICATING,11000-B ALCOVY ROAD,COVINGTON,GA,30014,0,,MIN,Minor Emissions,CLS,Permanently Closed
GA0000001304900010,110064024167,T&W INDUSTRIES SERVICES,FOLKSTON,CHARLTON,GA,31537,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
040000001312140040,110022936670,US FOOD SERVICE,FAIRBURN,FULTON,GA,0,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001327700005,110038669884,CENTRAL SOYA FEED CO,TIFTON,TIFT,GA,31794,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001308700028,110038641823,BAINBRIDGE TIE & LUMB,FOWLSTOWN,DECATUR,GA,31752,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001324500166,110038670854,WILLIAMS DISTRIBUTED,BATH,RICHMOND,GA,30805,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001328500069,110000357104,GUARDIAN AUTOMOTIVE,LAGRANGE,TROUP,GA,30240,4,MAJ,Major Emissions,CLS,Permanently Closed,No Viol
GA0000001323500006,110007253275,DUNAWAY BROS INC GIN,HAWKINSVILLE,PULASKI,GA,31036,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001302900007,110027225456,EVANS CONCRETE LLC,RICHMOND HILL,BRYAN,GA,31324,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001323300041,110038643322,ETOWAH LNG COMPANY,ROCKMART,POLK,GA,30153,4,SMI,Synthetic Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312100616,110038606568,BALLENGER GROUP INC,ROSWELL,FULTON,GA,30076,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001313500211,110001418092,BAILEY CABINET CO,BUFORD,GWINNETT,GA,30518,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001315300043,110001426010,DAVEE'S HARDWOOD LUMB,PERRY,HOUSTON,GA,31069,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001305100226,110028005913,THOMAS CONCRETE OF SOUTH CAROLINA,1724 OLD DEAN FOREST RD,POOLER,GA,31322,0,,SMI,Synthetic Minor Emissions,Operating,Operating
GA0000001325500048,110038674609,METROTRANS CORP.,GRIFFIN,SPALDING,GA,30223,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001305700044,110001425967,WOODSTOCK CABINETS,WOODSTOCK,CHEROKEE,GA,30188,4,SMI,Synthetic Minor Emissions,OPR,Operating,No Viol
GA0000001308900013,110001766651,HARDWOOD LUMBER SHED INC,LITHONIA,DEKALB,GA,30058,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001315700034,110020517378,DAHLBERG COMBUSTION TURBINE ELECTRIC GENERATING PLANT,NICHOLSON,JACKSON,GA,30565,4,MAJ,Major Emissions,OPR,Operating,No Viol
GA0000001325500061,110038674645,GRIFFIN SPALDING HOSP,GRIFFIN,SPALDING,GA,30223,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001309500102,110043431257,YANCEY TRUCK CENTER,ALBANY,DOUGHERTY,GA,31705,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001313500277,110043431961,BILLY'S COLLISION CENTER,NORCROSS,GWINNETT,GA,30093,4,MIN,Minor Emissions,OPR,Operating,No Viol
GA0000001313700012,110007355833,SCHNADIG CORP,CORNELIA,HABERSHAM,GA,30531,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001312100038,110001970895,GEORGIA CONSTRUCTION CO,GAINESVILLE,FULTON,GA,30507,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001325500054,110000845514,NACOM CORPORATION,GRIFFIN,SPALDING,GA,30223,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
GA0000001327300016,110007356841,CARGILL MARKETING,DAWSON,TERRELL,GA,31742,4,MIN,Minor Emissions,CLS,Permanently Closed,No Viol
